minimum_nights,review_scores_rating,id,neighbourhood_cleansed
3,100.0,29079591,Bernal Heights
2,80.0,29100400,Castro/Upper Market
1,96.0,29102807,Noe Valley
30,100.0,29121329,Mission
30,100.0,29122528,Mission
30,100.0,29125029,Outer Richmond
2,100.0,29129268,West of Twin Peaks
2,95.0,29130046,Noe Valley
2,100.0,29131533,Bayview
2,98.0,29135667,West of Twin Peaks
3,100.0,29152426,Castro/Upper Market
3,100.0,29152634,Inner Sunset
30,89.0,29186237,Ocean View
30,88.0,29187120,Ocean View
30,91.0,29187469,Ocean View
2,100.0,29189564,Bayview
2,95.0,29192965,Bayview
3,100.0,29213367,Downtown/Civic Center
1,98.0,29221865,Outer Sunset
30,100.0,29238496,Excelsior
1,100.0,29241208,Potrero Hill
1,89.0,29241815,Bayview
2,99.0,29243902,Noe Valley
30,100.0,29261601,Nob Hill
1,98.0,29289176,Haight Ashbury
3,100.0,29305555,Bernal Heights
2,94.0,29312278,North Beach
25,91.0,29313154,Mission
5,100.0,29316715,Noe Valley
2,100.0,29334701,Outer Richmond
30,100.0,29356008,South of Market
2,93.0,29361522,North Beach
2,97.0,29385707,Nob Hill
30,100.0,29393766,Parkside
2,97.0,29407754,South of Market
2,100.0,29413455,Russian Hill
1,86.0,29416324,Nob Hill
1,84.0,29416786,Nob Hill
1,89.0,29417185,Nob Hill
14,100.0,29421648,Mission
1,100.0,29438776,Potrero Hill
1,95.0,29459417,Outer Sunset
30,100.0,29464386,Chinatown
30,100.0,29475850,South of Market
30,100.0,29491521,Mission
1,100.0,29496410,Potrero Hill
2,98.0,29515076,South of Market
2,98.0,29523351,Western Addition
1,98.0,29543253,Outer Richmond
30,100.0,29547742,Noe Valley
2,93.0,29551464,Ocean View
2,97.0,29587356,Downtown/Civic Center
3,100.0,29589897,Ocean View
30,100.0,29591009,Castro/Upper Market
1,87.0,29592084,Nob Hill
3,97.0,29593658,Haight Ashbury
2,99.0,29594605,Bernal Heights
2,100.0,29610186,Marina
4,100.0,29610726,Noe Valley
2,96.0,29611738,Bernal Heights
30,100.0,29613198,Excelsior
2,98.0,29613683,Excelsior
4,85.0,29613703,Noe Valley
2,100.0,29615865,Castro/Upper Market
3,99.0,29627104,Bayview
1,98.0,29634396,South of Market
1,100.0,29637101,North Beach
30,80.0,29658492,Chinatown
2,98.0,29661822,Castro/Upper Market
30,100.0,29663517,Potrero Hill
2,100.0,29664364,Castro/Upper Market
1,98.0,29678261,Russian Hill
2,98.0,29683753,Noe Valley
1,98.0,29684194,South of Market
2,95.0,29704006,Noe Valley
1,97.0,29705268,Russian Hill
30,100.0,29733908,North Beach
30,100.0,29739237,Russian Hill
30,80.0,29741840,Mission
30,100.0,29754209,South of Market
30,95.0,29757684,Castro/Upper Market
2,99.0,29761236,South of Market
1,96.0,29777391,Bayview
2,100.0,29794612,Bernal Heights
1,100.0,29797894,South of Market
2,94.0,29798868,South of Market
2,100.0,29802575,Mission
2,99.0,29822991,Noe Valley
30,97.0,29823066,Mission
2,97.0,29824667,Castro/Upper Market
1,97.0,29828791,South of Market
4,98.0,29831467,Inner Sunset
30,100.0,29842781,South of Market
1,98.0,29852330,North Beach
1,96.0,29854300,North Beach
1,97.0,29874095,Bayview
3,100.0,29877418,Inner Richmond
30,100.0,29880717,Mission
5,100.0,29890574,Financial District
30,70.0,29906023,South of Market
30,92.0,29906297,Bayview
1,99.0,29906769,Outer Richmond
30,100.0,29908017,Mission
30,90.0,29911439,Western Addition
1,98.0,29924753,Outer Mission
30,100.0,29926752,Russian Hill
2,100.0,29926924,Castro/Upper Market
2,99.0,29928078,Castro/Upper Market
3,99.0,29937571,Marina
2,100.0,29963453,Financial District
30,100.0,29964346,Inner Sunset
3,100.0,29984158,Noe Valley
1,99.0,29988443,West of Twin Peaks
1,80.0,29990041,Pacific Heights
1,99.0,29992190,Haight Ashbury
30,100.0,29992835,Castro/Upper Market
2,98.0,30022449,Ocean View
1,96.0,30042211,Potrero Hill
90,95.0,30043513,South of Market
2,100.0,30056107,Marina
30,100.0,30064128,Western Addition
1,90.0,30064254,Bayview
1,91.0,30064463,Bayview
1,96.0,30064643,Bayview
30,95.0,30069424,Excelsior
30,100.0,30069575,Financial District
4,100.0,30086838,Bernal Heights
30,100.0,30087497,Mission
2,100.0,30088282,South of Market
2,98.0,30088791,Castro/Upper Market
2,95.0,30091565,Western Addition
31,100.0,30110321,Noe Valley
1,100.0,30124393,Bayview
30,100.0,30126279,Chinatown
5,99.0,30127500,Mission
30,100.0,30128798,Mission
2,100.0,30129618,Outer Richmond
2,99.0,30129780,Outer Richmond
30,100.0,30150435,South of Market
30,100.0,30150436,South of Market
30,60.0,30150437,South of Market
30,100.0,30150442,South of Market
30,100.0,30150459,Western Addition
30,80.0,30150467,Mission
30,100.0,30150511,South of Market
30,60.0,30150518,Marina
30,100.0,30150519,Western Addition
30,100.0,30150537,South of Market
30,80.0,30150548,South of Market
30,100.0,30150589,Western Addition
30,100.0,30150626,Financial District
30,100.0,30150697,South of Market
30,100.0,30150734,South of Market
30,100.0,30151362,South of Market
30,100.0,30151397,South of Market
30,100.0,30156959,South of Market
30,100.0,30157128,South of Market
30,100.0,30157169,South of Market
30,80.0,30157219,Mission
30,100.0,30157449,Financial District
30,60.0,30157520,South of Market
30,100.0,30159258,South of Market
30,100.0,30175117,South of Market
30,80.0,30175132,South of Market
30,90.0,30175134,South of Market
2,97.0,30175141,Haight Ashbury
30,60.0,30209038,Western Addition
3,99.0,30210835,Outer Richmond
31,86.0,30212422,Haight Ashbury
2,100.0,30228101,Ocean View
2,99.0,30228975,Ocean View
2,99.0,30238646,Lakeshore
5,100.0,30251016,Outer Mission
2,99.0,30253069,Mission
1,95.0,30264063,Downtown/Civic Center
1,95.0,30264479,Downtown/Civic Center
1,90.0,30266695,Ocean View
30,100.0,30271760,Russian Hill
2,99.0,30272345,Bernal Heights
30,100.0,30275221,Mission
2,100.0,30294321,Castro/Upper Market
1,99.0,30318695,Parkside
4,100.0,30319562,Mission
30,100.0,30321615,Potrero Hill
1,93.0,30323724,Ocean View
1,96.0,30323970,Ocean View
31,100.0,30346313,Haight Ashbury
1,91.0,30346332,Crocker Amazon
1,99.0,30351194,Outer Sunset
31,87.0,30353855,Haight Ashbury
31,90.0,30353904,Haight Ashbury
31,100.0,30354063,Haight Ashbury
3,98.0,30355764,Visitacion Valley
30,100.0,30361230,South of Market
30,100.0,30361336,South of Market
30,100.0,30361356,Downtown/Civic Center
4,96.0,30374499,Mission
30,90.0,30377035,Mission
1,98.0,30378253,Bernal Heights
30,80.0,30396781,Inner Richmond
30,80.0,30398093,Russian Hill
1,99.0,30399463,Mission
1,97.0,30428843,Western Addition
2,98.0,30469161,Bayview
3,100.0,30469587,Glen Park
1,100.0,30469978,Western Addition
2,100.0,30470989,Glen Park
30,100.0,30498666,Haight Ashbury
1,99.0,30502421,South of Market
30,100.0,30504839,Potrero Hill
4,100.0,30505637,Inner Richmond
30,98.0,30506989,Bayview
2,100.0,30508607,Castro/Upper Market
30,96.0,30512322,Outer Sunset
1,91.0,30513863,Downtown/Civic Center
30,100.0,30514691,Downtown/Civic Center
1,92.0,30515115,Outer Sunset
1,100.0,30531089,Potrero Hill
1,100.0,30531508,Potrero Hill
1,90.0,30531625,Potrero Hill
2,95.0,30532741,Western Addition
1,98.0,30534300,West of Twin Peaks
30,100.0,30536041,South of Market
30,100.0,30536048,South of Market
2,80.0,30537884,Bayview
30,100.0,30537976,Outer Sunset
30,100.0,30541284,Lakeshore
2,95.0,30564588,Western Addition
2,80.0,30569441,Financial District
1,99.0,30583212,South of Market
3,97.0,30589502,Noe Valley
30,100.0,30591365,Potrero Hill
1,98.0,30596049,Haight Ashbury
1,98.0,30659039,Bayview
2,99.0,30672677,South of Market
2,96.0,30675746,Haight Ashbury
1,97.0,30687431,Chinatown
2,98.0,30688177,Visitacion Valley
30,96.0,30696168,Bayview
1,100.0,30701028,Potrero Hill
30,99.0,30713782,Potrero Hill
2,92.0,30719302,Bayview
1,100.0,30741355,Potrero Hill
30,100.0,30743471,Western Addition
2,98.0,30745601,Potrero Hill
5,100.0,30756271,Financial District
5,80.0,30756407,Downtown/Civic Center
5,100.0,30756495,Financial District
5,100.0,30756620,Downtown/Civic Center
5,100.0,30756860,Financial District
1,90.0,30770207,Outer Mission
1,93.0,30776488,Haight Ashbury
1,95.0,30797540,Castro/Upper Market
1,93.0,30797856,Bernal Heights
3,100.0,30800214,Downtown/Civic Center
2,100.0,30801201,Inner Richmond
3,100.0,30801321,Downtown/Civic Center
1,93.0,30805198,Haight Ashbury
1,96.0,30805783,Haight Ashbury
1,99.0,30816842,Potrero Hill
1,98.0,30817227,Potrero Hill
30,100.0,30818477,Haight Ashbury
30,80.0,30820945,South of Market
2,93.0,30821293,South of Market
2,100.0,30822730,Haight Ashbury
30,100.0,30851456,Downtown/Civic Center
1,99.0,30851994,Potrero Hill
30,100.0,30857277,Western Addition
30,96.0,30881800,West of Twin Peaks
1,99.0,30882970,Bernal Heights
2,98.0,30885309,Inner Sunset
30,100.0,30887943,South of Market
2,94.0,30888683,Ocean View
30,80.0,30906103,Western Addition
30,80.0,30913192,Outer Sunset
30,100.0,30913576,Outer Sunset
30,100.0,30913907,Outer Sunset
30,100.0,30957039,Haight Ashbury
2,100.0,30960144,South of Market
4,87.0,30998681,Castro/Upper Market
2,99.0,31004561,Noe Valley
30,87.0,31011384,Russian Hill
31,100.0,31011871,Russian Hill
30,100.0,31016774,Outer Richmond
8,95.0,31017581,West of Twin Peaks
1,91.0,31026962,Haight Ashbury
30,60.0,31043517,Downtown/Civic Center
30,20.0,31043827,Downtown/Civic Center
4,99.0,31055670,Noe Valley
2,98.0,31057117,Mission
30,100.0,31069260,Marina
30,80.0,31069412,Marina
2,98.0,31072911,Inner Sunset
30,100.0,31076360,Nob Hill
3,95.0,31108259,Nob Hill
2,97.0,31113388,Diamond Heights
1,96.0,31120211,Outer Sunset
2,98.0,31123927,Inner Richmond
1,95.0,31124126,Bayview
1,95.0,31124810,Bayview
1,94.0,31124937,Bayview
1,98.0,31125098,Bayview
1,96.0,31125401,Bayview
30,100.0,31131163,Outer Sunset
1,95.0,31143926,Mission
30,100.0,31145394,Haight Ashbury
1,96.0,31146290,Haight Ashbury
3,97.0,31155952,Outer Richmond
1,98.0,31173023,Chinatown
3,100.0,31187795,Downtown/Civic Center
3,100.0,31188239,Downtown/Civic Center
3,93.0,31188284,Downtown/Civic Center
3,100.0,31188314,Downtown/Civic Center
3,100.0,31188362,Downtown/Civic Center
2,99.0,31206489,Noe Valley
1,97.0,31209988,Parkside
2,88.0,31210673,Excelsior
3,97.0,31222005,Twin Peaks
2,94.0,31266646,Downtown/Civic Center
2,100.0,31269377,South of Market
1,100.0,31281387,Western Addition
30,100.0,31290178,Bayview
2,100.0,31291468,South of Market
30,99.0,31294109,Bernal Heights
3,97.0,31312890,Russian Hill
1,98.0,31313300,Haight Ashbury
14,80.0,31317072,Inner Richmond
30,100.0,31320991,Mission
30,100.0,31331285,Potrero Hill
1,96.0,31338106,Crocker Amazon
30,100.0,31338594,Outer Sunset
1,97.0,31339864,Chinatown
30,100.0,31346731,South of Market
2,100.0,31356493,Downtown/Civic Center
30,87.0,31359232,Castro/Upper Market
2,88.0,31361438,Outer Mission
30,93.0,31363951,Mission
3,93.0,31365113,Castro/Upper Market
3,100.0,31377697,Noe Valley
2,99.0,31379263,Mission
30,100.0,31389098,Western Addition
2,97.0,31408381,Castro/Upper Market
1,100.0,31409044,Noe Valley
30,80.0,31413160,Haight Ashbury
30,90.0,31421029,Inner Richmond
30,100.0,31421142,Western Addition
30,99.0,31424518,Potrero Hill
3,98.0,31437113,Potrero Hill
2,97.0,31439076,Outer Sunset
3,100.0,31440773,Downtown/Civic Center
2,100.0,31441195,Downtown/Civic Center
2,100.0,31443023,Marina
30,100.0,31443288,Noe Valley
1,94.0,31447415,Outer Sunset
2,99.0,31450281,Bernal Heights
2,98.0,31465464,Western Addition
2,80.0,31474637,Financial District
2,99.0,31490601,Downtown/Civic Center
1,92.0,31494299,Western Addition
2,95.0,31512417,Outer Mission
3,98.0,31513673,North Beach
30,75.0,31514578,Mission
30,82.0,31516192,Mission
3,100.0,31537112,Glen Park
30,93.0,31537256,South of Market
30,86.0,31539082,Mission
3,99.0,31540050,Mission
30,100.0,31541488,Western Addition
3,90.0,31560725,Castro/Upper Market
30,93.0,31562059,Noe Valley
30,100.0,31566371,Castro/Upper Market
30,82.0,31569484,Mission
30,100.0,31571182,Russian Hill
3,100.0,31573981,Nob Hill
3,99.0,31595144,Bernal Heights
1,92.0,31596049,Excelsior
2,100.0,31596642,Financial District
30,100.0,31604719,Bayview
30,80.0,31616885,Downtown/Civic Center
2,90.0,31624755,Downtown/Civic Center
1,91.0,31651414,Inner Sunset
2,100.0,31655119,Parkside
30,100.0,31668263,Haight Ashbury
30,73.0,31669776,Noe Valley
30,90.0,31672520,Haight Ashbury
30,60.0,31673780,Mission
2,92.0,31690403,Lakeshore
2,99.0,31694061,Western Addition
1,97.0,31695049,Outer Richmond
1,100.0,31707754,South of Market
1,97.0,31708854,Western Addition
2,98.0,31717158,Excelsior
2,98.0,31718067,Visitacion Valley
2,98.0,31722728,Noe Valley
30,20.0,31724787,Russian Hill
1,100.0,31759074,Pacific Heights
3,100.0,31759412,Parkside
2,98.0,31762328,Visitacion Valley
30,100.0,31771450,Glen Park
6,100.0,31778644,Castro/Upper Market
30,100.0,31797168,Noe Valley
3,93.0,31798083,Visitacion Valley
2,98.0,31803551,Castro/Upper Market
2,100.0,31823791,Outer Sunset
1,100.0,31826460,Bernal Heights
32,60.0,31827469,Downtown/Civic Center
1,98.0,31831676,Bayview
30,100.0,31852562,South of Market
1,100.0,31858008,Outer Mission
2,97.0,31864519,Bayview
30,100.0,31877704,Castro/Upper Market
30,99.0,31887808,Mission
1,99.0,31888526,Mission
3,100.0,31903595,Mission
1,93.0,31934354,Outer Mission
2,100.0,31934523,Downtown/Civic Center
30,100.0,31957066,Inner Sunset
1,98.0,31964427,Excelsior
30,100.0,31981354,Potrero Hill
1,100.0,31994835,Downtown/Civic Center
1,98.0,31994853,Downtown/Civic Center
1,98.0,31995366,Excelsior
30,80.0,32017859,Inner Richmond
2,100.0,32018990,Mission
1,98.0,32021078,Outer Sunset
30,98.0,32024518,Mission
1,98.0,32025820,Excelsior
2,100.0,32041934,Financial District
30,100.0,32045868,Western Addition
30,100.0,32047121,Inner Sunset
1,89.0,32048914,Excelsior
1,92.0,32049077,Excelsior
2,94.0,32050337,South of Market
3,91.0,32062666,Noe Valley
30,100.0,32067195,Potrero Hill
30,100.0,32067318,Outer Sunset
2,99.0,32072704,Inner Richmond
1,93.0,32075650,South of Market
1,98.0,32087546,Excelsior
1,88.0,32088425,Excelsior
2,100.0,32105504,Inner Sunset
2,100.0,32111737,Western Addition
1,99.0,32113366,Parkside
30,100.0,32130272,Outer Richmond
1,99.0,32133907,South of Market
2,97.0,32135550,Western Addition
1,100.0,32136274,Excelsior
1,96.0,32137520,Excelsior
2,100.0,32141630,Russian Hill
2,100.0,32147391,Western Addition
1,95.0,32160209,Excelsior
1,94.0,32162233,Excelsior
1,96.0,32162751,Excelsior
30,100.0,32167598,Mission
1,99.0,32191720,Excelsior
1,100.0,32192128,Excelsior
1,98.0,32192300,Excelsior
1,100.0,32210241,Pacific Heights
30,96.0,32212075,Potrero Hill
2,99.0,32216182,Bernal Heights
31,100.0,32223893,North Beach
30,100.0,32224169,North Beach
30,97.0,32257360,Mission
30,100.0,32267786,Mission
30,85.0,32268646,Bayview
30,100.0,32273831,Castro/Upper Market
30,96.0,32290651,Parkside
2,98.0,32291443,Bernal Heights
2,100.0,32293596,Mission
30,100.0,32309186,Mission
3,100.0,32309951,Haight Ashbury
1,95.0,32312991,Haight Ashbury
2,100.0,32313672,Excelsior
30,100.0,32324914,South of Market
1,99.0,32329385,Outer Mission
30,100.0,32338483,Western Addition
2,100.0,32342511,Bernal Heights
30,100.0,32355456,South of Market
1,86.0,32357655,South of Market
2,97.0,32361583,Outer Sunset
2,81.0,32378158,Outer Richmond
1,100.0,32380630,South of Market
1,100.0,32383287,Potrero Hill
30,80.0,32383834,Mission
1,93.0,32384648,Downtown/Civic Center
30,100.0,32384878,South of Market
30,70.0,32385434,South of Market
30,100.0,32385482,South of Market
30,100.0,32385663,South of Market
1,91.0,32388206,South of Market
1,99.0,32389762,Outer Sunset
2,99.0,32396799,Castro/Upper Market
1,100.0,32400382,Castro/Upper Market
2,100.0,32404157,Nob Hill
30,91.0,32410147,Bayview
30,100.0,32425434,Glen Park
30,90.0,32441372,Bayview
30,100.0,32445598,Nob Hill
30,80.0,32447699,Nob Hill
1,100.0,32450006,Downtown/Civic Center
3,100.0,32462692,Outer Richmond
30,60.0,32467197,Ocean View
3,100.0,32472721,Haight Ashbury
2,100.0,32473990,West of Twin Peaks
2,95.0,32474115,Mission
2,100.0,32477178,Ocean View
2,98.0,32477424,Bernal Heights
30,96.0,32487296,Outer Sunset
2,87.0,32489772,Outer Richmond
4,100.0,32491838,West of Twin Peaks
30,100.0,32493756,Noe Valley
1,99.0,32496599,Outer Richmond
2,100.0,32497883,Downtown/Civic Center
1,96.0,32500819,Downtown/Civic Center
2,97.0,32518108,Western Addition
2,100.0,32521326,South of Market
2,96.0,32525042,Western Addition
30,90.0,32543506,Bernal Heights
1,100.0,32545896,Downtown/Civic Center
2,89.0,32548493,Western Addition
2,98.0,32548606,Western Addition
2,95.0,32548617,Western Addition
2,84.0,32548715,Western Addition
2,93.0,32548991,Western Addition
2,94.0,32549141,Western Addition
2,95.0,32549419,Western Addition
2,96.0,32549421,Western Addition
2,94.0,32549642,Western Addition
2,89.0,32549667,Western Addition
2,93.0,32549817,Western Addition
2,100.0,32550834,Potrero Hill
2,100.0,32554173,Bernal Heights
1,100.0,32557678,Downtown/Civic Center
1,100.0,32570904,Downtown/Civic Center
4,100.0,32571956,Haight Ashbury
1,100.0,32572501,Downtown/Civic Center
3,100.0,32572970,Haight Ashbury
1,98.0,32577104,Downtown/Civic Center
1,96.0,32590109,Downtown/Civic Center
3,96.0,32591418,Inner Sunset
3,98.0,32592293,Seacliff
2,96.0,32594056,Outer Sunset
3,100.0,32597111,Ocean View
30,100.0,32605871,West of Twin Peaks
2,98.0,32610962,Castro/Upper Market
2,98.0,32613163,Castro/Upper Market
1,100.0,32616360,Downtown/Civic Center
1,100.0,32617088,Downtown/Civic Center
4,96.0,32617586,Mission
4,100.0,32620353,Bayview
30,100.0,32635901,Potrero Hill
30,89.0,32639632,Outer Sunset
30,96.0,32642015,Outer Sunset
1,98.0,32643255,Outer Sunset
15,100.0,32644099,Castro/Upper Market
2,98.0,32660124,South of Market
2,96.0,32667541,Financial District
3,100.0,32689496,Bayview
30,100.0,32698808,Potrero Hill
1,93.0,32702182,Downtown/Civic Center
1,97.0,32702223,Downtown/Civic Center
1,60.0,32702224,Downtown/Civic Center
1,100.0,32702227,Downtown/Civic Center
1,96.0,32702233,Downtown/Civic Center
1,20.0,32702236,Downtown/Civic Center
1,100.0,32702237,Downtown/Civic Center
3,100.0,32702921,Outer Sunset
1,70.0,32703559,Downtown/Civic Center
1,82.0,32703560,Downtown/Civic Center
1,93.0,32703563,Downtown/Civic Center
1,50.0,32703565,Downtown/Civic Center
1,80.0,32703570,Downtown/Civic Center
1,80.0,32703573,Downtown/Civic Center
1,80.0,32703575,Downtown/Civic Center
1,83.0,32703576,Downtown/Civic Center
1,60.0,32703577,Downtown/Civic Center
1,90.0,32703814,Downtown/Civic Center
2,98.0,32712890,Outer Sunset
2,97.0,32716086,Glen Park
3,100.0,32716394,Glen Park
1,98.0,32716563,Downtown/Civic Center
1,100.0,32717018,Russian Hill
1,93.0,32717493,Russian Hill
30,100.0,32717828,Financial District
3,100.0,32723815,Castro/Upper Market
2,97.0,32724526,Glen Park
3,100.0,32725950,Inner Sunset
2,100.0,32726099,Bernal Heights
1,93.0,32727287,Ocean View
2,98.0,32727389,Bernal Heights
2,96.0,32728614,Western Addition
3,97.0,32740903,Bernal Heights
3,99.0,32744842,Outer Richmond
3,99.0,32745068,Inner Sunset
3,97.0,32746725,Outer Richmond
30,100.0,32747421,Ocean View
2,92.0,32747602,Inner Richmond
30,88.0,32750134,Outer Richmond
3,86.0,32762782,Western Addition
30,99.0,32770430,Parkside
1,100.0,32780343,Mission
30,100.0,32783075,Outer Mission
2,100.0,32786479,Nob Hill
2,100.0,32788121,Downtown/Civic Center
3,99.0,32789669,Bernal Heights
2,100.0,32792232,Western Addition
5,100.0,32793845,Inner Richmond
30,100.0,32795849,Crocker Amazon
1,100.0,32812271,Russian Hill
1,93.0,32813435,Inner Richmond
1,99.0,32822227,Downtown/Civic Center
1,100.0,32823963,Russian Hill
1,87.0,32824201,Ocean View
30,80.0,32842243,Downtown/Civic Center
30,100.0,32845190,Downtown/Civic Center
4,100.0,32847389,Inner Sunset
1,100.0,32861856,Downtown/Civic Center
3,91.0,32866238,Noe Valley
7,84.0,32867573,South of Market
30,100.0,32869691,Mission
1,100.0,32870699,Russian Hill
2,100.0,32871760,Mission
2,99.0,32872195,Western Addition
2,81.0,32872247,Western Addition
2,95.0,32872373,Western Addition
2,89.0,32872463,Western Addition
30,100.0,32872585,Financial District
3,100.0,32891103,Castro/Upper Market
3,100.0,32891625,Outer Sunset
2,98.0,32896108,South of Market
30,100.0,32898423,Nob Hill
30,90.0,32903447,Castro/Upper Market
1,100.0,32920800,Downtown/Civic Center
1,98.0,32921680,South of Market
1,100.0,32921792,Downtown/Civic Center
3,98.0,32926594,Pacific Heights
1,100.0,32941329,Downtown/Civic Center
2,97.0,32941335,South of Market
1,97.0,32945280,Outer Richmond
1,95.0,32945668,Outer Richmond
30,80.0,32945670,South of Market
1,97.0,32962090,Glen Park
2,100.0,32965651,Mission
2,97.0,32966854,Bernal Heights
4,100.0,32983188,Diamond Heights
30,100.0,32984485,South of Market
30,100.0,32989214,Financial District
2,100.0,33015887,Castro/Upper Market
31,100.0,33017026,Outer Richmond
2,100.0,33021274,Financial District
1,98.0,33021614,Noe Valley
2,100.0,33021652,Financial District
5,100.0,33023017,Bernal Heights
30,100.0,33023592,Mission
30,100.0,33050224,Excelsior
1,96.0,33069292,Downtown/Civic Center
2,99.0,33078270,Visitacion Valley
3,100.0,33079601,Bernal Heights
30,100.0,33079877,Mission
30,100.0,33083892,South of Market
1,100.0,33091231,Downtown/Civic Center
30,100.0,33115200,Haight Ashbury
1,100.0,33132888,Mission
3,100.0,33133750,Presidio Heights
1,95.0,33134275,Castro/Upper Market
2,99.0,33135588,Inner Sunset
30,100.0,33137304,Mission
2,93.0,33141021,Outer Sunset
2,100.0,33161371,Outer Mission
1,98.0,33166972,Castro/Upper Market
30,70.0,33172422,Bayview
2,95.0,33172768,South of Market
1,98.0,33185972,Russian Hill
1,100.0,33193799,Crocker Amazon
30,100.0,33197258,Russian Hill
30,100.0,33198942,Russian Hill
2,100.0,33199120,Western Addition
2,96.0,33224082,Mission
30,100.0,33224754,Inner Richmond
2,100.0,33241183,Bernal Heights
1,100.0,33254247,Noe Valley
1,91.0,33256694,Outer Mission
2,100.0,33271309,Haight Ashbury
1,98.0,33272418,Bernal Heights
4,100.0,33275444,Mission
30,100.0,33289179,Russian Hill
2,100.0,33292153,Downtown/Civic Center
30,99.0,33310899,Mission
2,100.0,33311422,Mission
2,100.0,33316756,Inner Richmond
1,98.0,33346622,Mission
30,87.0,33364533,Potrero Hill
1,99.0,33365567,Haight Ashbury
1,100.0,33368652,Pacific Heights
1,100.0,33370525,Downtown/Civic Center
1,40.0,33370910,Downtown/Civic Center
30,100.0,33372601,Russian Hill
30,100.0,33400358,South of Market
30,100.0,33400608,Western Addition
2,83.0,33400825,Western Addition
2,93.0,33400949,Downtown/Civic Center
2,96.0,33401021,Western Addition
2,94.0,33405043,Downtown/Civic Center
1,100.0,33407780,South of Market
30,100.0,33420461,North Beach
2,77.0,33420931,Downtown/Civic Center
2,95.0,33421098,Downtown/Civic Center
2,86.0,33421279,Western Addition
2,96.0,33421281,Western Addition
2,90.0,33421288,Downtown/Civic Center
2,91.0,33421484,Downtown/Civic Center
30,40.0,33425094,Nob Hill
30,100.0,33431036,South of Market
30,100.0,33451367,Haight Ashbury
2,98.0,33452479,South of Market
30,100.0,33453976,Potrero Hill
2,100.0,33457138,Castro/Upper Market
3,100.0,33489920,Downtown/Civic Center
2,96.0,33493552,Western Addition
1,97.0,33495561,Outer Richmond
1,95.0,33516235,Outer Sunset
1,96.0,33517793,Russian Hill
3,100.0,33521977,Inner Richmond
1,96.0,33526719,Outer Richmond
30,80.0,33528153,South of Market
30,90.0,33528203,South of Market
30,90.0,33528248,South of Market
4,98.0,33528893,Bernal Heights
1,97.0,33530603,South of Market
30,100.0,33531752,Downtown/Civic Center
30,100.0,33533171,Mission
1,96.0,33534825,Nob Hill
3,100.0,33551880,Marina
30,100.0,33561856,Russian Hill
30,100.0,33587968,Russian Hill
2,94.0,33608260,South of Market
2,99.0,33608274,South of Market
30,100.0,33636813,Bayview
4,100.0,33642479,Excelsior
1,97.0,33644460,Outer Sunset
3,100.0,33662613,Western Addition
1,99.0,33667375,Castro/Upper Market
2,100.0,33687369,Western Addition
5,100.0,33691185,Mission
4,100.0,33692799,Nob Hill
30,100.0,33704566,South of Market
30,93.0,33713266,Bayview
6,100.0,33715114,Outer Sunset
3,100.0,33747836,Bernal Heights
2,99.0,33773572,Bernal Heights
30,100.0,33777255,Haight Ashbury
1,88.0,33781225,Parkside
30,100.0,33781414,Marina
2,87.0,33783113,Outer Mission
4,100.0,33783996,Excelsior
30,100.0,33784880,South of Market
2,95.0,33810861,Outer Mission
30,100.0,33830929,Western Addition
30,100.0,33836677,Lakeshore
1,91.0,33850678,Outer Sunset
30,93.0,33863188,Pacific Heights
2,98.0,33873677,Marina
2,100.0,33883208,West of Twin Peaks
2,100.0,33884975,Castro/Upper Market
2,99.0,33900698,Bayview
30,100.0,33932253,Outer Sunset
30,100.0,33935404,Pacific Heights
1,82.0,33942157,Downtown/Civic Center
2,98.0,33943537,Ocean View
30,60.0,33962150,Western Addition
1,86.0,33969322,Downtown/Civic Center
1,60.0,33969945,South of Market
1,90.0,33970015,South of Market
1,60.0,33970080,South of Market
1,100.0,33970108,South of Market
1,100.0,33975653,South of Market
1,86.0,33991821,South of Market
1,87.0,33992126,South of Market
1,88.0,33992162,South of Market
1,90.0,33992583,South of Market
1,78.0,33992760,South of Market
30,100.0,33992962,Marina
2,98.0,33999573,Outer Sunset
30,100.0,34004538,South of Market
3,99.0,34018349,Potrero Hill
2,99.0,34020025,Excelsior
31,100.0,34021917,Russian Hill
30,80.0,34023143,Nob Hill
30,40.0,34023324,Nob Hill
2,99.0,34024828,Nob Hill
30,100.0,34059897,Potrero Hill
1,100.0,34063116,Noe Valley
1,92.0,34065657,Parkside
2,100.0,34066697,Downtown/Civic Center
1,100.0,34081671,Lakeshore
1,100.0,34087400,Western Addition
2,96.0,34092239,Noe Valley
2,87.0,34093549,Noe Valley
2,96.0,34097339,Outer Mission
30,100.0,34118135,Nob Hill
3,92.0,34118405,Noe Valley
3,99.0,34120816,South of Market
30,100.0,34123156,North Beach
30,60.0,34125621,Mission
30,100.0,34127900,Bayview
2,100.0,34127928,Mission
3,100.0,34129010,Castro/Upper Market
30,93.0,34129571,Crocker Amazon
30,100.0,34144769,West of Twin Peaks
2,83.0,34155649,Ocean View
30,100.0,34171989,Castro/Upper Market
1,80.0,34178005,Western Addition
30,100.0,34179551,Nob Hill
30,100.0,34180111,Nob Hill
1,95.0,34180218,Western Addition
1,77.0,34180221,Western Addition
2,100.0,34181981,Western Addition
4,100.0,34200885,Haight Ashbury
