host_response_rate,review_scores_rating,id
100%,92.0,28388893.0
100%,100.0,28390797.0
100%,100.0,28407357.0
95%,100.0,28411576.0
97%,100.0,28427234.0
100%,100.0,28434902.0
100%,100.0,28435943.0
90%,100.0,28440838.0
100%,95.0,28442815.0
100%,94.0,28459015.0
100%,100.0,28459122.0
100%,100.0,28464381.0
100%,99.0,28489872.0
100%,100.0,28490107.0
100%,93.0,28494293.0
100%,98.0,28500088.0
100%,100.0,28515384.0
100%,100.0,28517686.0
99%,100.0,28521528.0
100%,97.0,28539243.0
99%,100.0,28544293.0
100%,100.0,28548553.0
100%,99.0,28550959.0
100%,93.0,28563068.0
100%,99.0,28582487.0
100%,90.0,28588615.0
100%,90.0,28589423.0
100%,98.0,28603195.0
100%,86.0,28610502.0
100%,99.0,28633744.0
100%,97.0,28648613.0
100%,100.0,28660479.0
100%,99.0,28660694.0
100%,97.0,28674015.0
100%,100.0,28683064.0
100%,99.0,28696499.0
100%,100.0,28710088.0
100%,98.0,28712636.0
98%,94.0,28716670.0
100%,100.0,28718646.0
96%,100.0,28718827.0
100%,94.0,28722160.0
100%,99.0,28733771.0
100%,72.0,28733881.0
100%,100.0,28734043.0
100%,100.0,28736194.0
100%,100.0,28736243.0
100%,80.0,28758496.0
100%,97.0,28758712.0
100%,99.0,28764476.0
100%,96.0,28781468.0
100%,90.0,28783226.0
100%,100.0,28784618.0
100%,100.0,28794368.0
100%,99.0,28803800.0
100%,100.0,28838194.0
100%,96.0,28841178.0
100%,80.0,28844783.0
90%,100.0,28869072.0
90%,93.0,28874478.0
100%,83.0,28895194.0
75%,99.0,28898815.0
100%,97.0,28919893.0
100%,99.0,28920042.0
100%,98.0,28932960.0
100%,95.0,28935709.0
100%,99.0,28935882.0
98%,80.0,28936671.0
100%,96.0,28964034.0
100%,100.0,28979474.0
100%,95.0,28992621.0
97%,100.0,29000480.0
100%,91.0,29002725.0
100%,99.0,29018006.0
100%,97.0,29028865.0
100%,99.0,29031614.0
100%,88.0,29037491.0
100%,92.0,29038374.0
100%,95.0,29039124.0
100%,100.0,29039496.0
100%,94.0,29062428.0
99%,100.0,29078202.0
99%,100.0,29078265.0
100%,100.0,29079591.0
100%,80.0,29100400.0
100%,96.0,29102807.0
100%,100.0,29121329.0
100%,100.0,29122528.0
100%,100.0,29125029.0
100%,100.0,29129268.0
92%,95.0,29130046.0
100%,100.0,29131533.0
100%,98.0,29135667.0
100%,100.0,29152426.0
100%,100.0,29152634.0
100%,89.0,29186237.0
100%,88.0,29187120.0
100%,91.0,29187469.0
100%,100.0,29189564.0
100%,95.0,29192965.0
100%,100.0,29213367.0
100%,98.0,29221865.0
99%,100.0,29238496.0
100%,100.0,29241208.0
100%,89.0,29241815.0
100%,99.0,29243902.0
90%,100.0,29261601.0
100%,98.0,29289176.0
100%,100.0,29305555.0
100%,94.0,29312278.0
100%,100.0,29316715.0
100%,100.0,29334701.0
97%,100.0,29356008.0
100%,93.0,29361522.0
100%,97.0,29385707.0
100%,100.0,29393766.0
100%,97.0,29407754.0
100%,100.0,29413455.0
100%,86.0,29416324.0
100%,84.0,29416786.0
100%,89.0,29417185.0
100%,100.0,29421648.0
100%,100.0,29438776.0
100%,95.0,29459417.0
87%,100.0,29464386.0
97%,100.0,29475850.0
100%,100.0,29491521.0
100%,100.0,29496410.0
100%,98.0,29515076.0
100%,98.0,29523351.0
100%,98.0,29543253.0
100%,100.0,29547742.0
99%,97.0,29587356.0
80%,100.0,29589897.0
30%,100.0,29591009.0
100%,87.0,29592084.0
100%,97.0,29593658.0
100%,99.0,29594605.0
100%,100.0,29610186.0
100%,96.0,29611738.0
100%,100.0,29613198.0
100%,98.0,29613683.0
100%,85.0,29613703.0
100%,100.0,29615865.0
100%,99.0,29627104.0
100%,98.0,29634396.0
100%,100.0,29637101.0
87%,80.0,29658492.0
100%,98.0,29661822.0
99%,100.0,29663517.0
100%,100.0,29664364.0
100%,98.0,29678261.0
100%,98.0,29683753.0
100%,98.0,29684194.0
100%,95.0,29704006.0
100%,97.0,29705268.0
94%,100.0,29733908.0
100%,100.0,29739237.0
99%,80.0,29741840.0
97%,100.0,29754209.0
100%,95.0,29757684.0
100%,99.0,29761236.0
100%,96.0,29777391.0
100%,100.0,29794612.0
100%,100.0,29797894.0
100%,94.0,29798868.0
100%,100.0,29802575.0
100%,99.0,29822991.0
100%,97.0,29824667.0
100%,97.0,29828791.0
100%,98.0,29831467.0
97%,100.0,29842781.0
100%,98.0,29852330.0
100%,96.0,29854300.0
100%,97.0,29874095.0
80%,100.0,29877418.0
100%,100.0,29880717.0
100%,70.0,29906023.0
100%,92.0,29906297.0
100%,99.0,29906769.0
100%,100.0,29908017.0
100%,90.0,29911439.0
100%,98.0,29924753.0
100%,100.0,29926924.0
100%,99.0,29928078.0
100%,99.0,29937571.0
100%,100.0,29963453.0
100%,100.0,29964346.0
100%,100.0,29984158.0
100%,99.0,29988443.0
100%,80.0,29990041.0
100%,99.0,29992190.0
90%,100.0,29992835.0
100%,98.0,30022449.0
100%,96.0,30042211.0
100%,100.0,30056107.0
86%,100.0,30064128.0
100%,90.0,30064254.0
100%,91.0,30064463.0
100%,96.0,30064643.0
100%,95.0,30069424.0
100%,100.0,30086838.0
99%,100.0,30087497.0
100%,100.0,30088282.0
100%,98.0,30088791.0
100%,95.0,30091565.0
100%,100.0,30110321.0
100%,100.0,30124393.0
99%,100.0,30126279.0
100%,99.0,30127500.0
100%,100.0,30129618.0
100%,99.0,30129780.0
99%,100.0,30150435.0
99%,100.0,30150436.0
99%,60.0,30150437.0
99%,100.0,30150442.0
99%,100.0,30150459.0
99%,80.0,30150467.0
99%,100.0,30150511.0
99%,60.0,30150518.0
99%,100.0,30150519.0
99%,100.0,30150537.0
99%,80.0,30150548.0
99%,100.0,30150589.0
99%,100.0,30150626.0
99%,100.0,30150697.0
99%,100.0,30150734.0
99%,100.0,30151362.0
99%,100.0,30151397.0
99%,100.0,30156959.0
99%,100.0,30157128.0
99%,100.0,30157169.0
99%,80.0,30157219.0
99%,100.0,30157449.0
99%,60.0,30157520.0
100%,100.0,30159258.0
99%,100.0,30175117.0
99%,80.0,30175132.0
99%,90.0,30175134.0
100%,97.0,30175141.0
99%,60.0,30209038.0
100%,99.0,30210835.0
100%,86.0,30212422.0
100%,100.0,30228101.0
100%,99.0,30228975.0
100%,99.0,30238646.0
100%,100.0,30251016.0
100%,99.0,30253069.0
100%,95.0,30264063.0
100%,95.0,30264479.0
100%,90.0,30266695.0
100%,100.0,30271760.0
100%,99.0,30272345.0
100%,100.0,30275221.0
100%,100.0,30294321.0
100%,99.0,30318695.0
100%,100.0,30319562.0
99%,100.0,30321615.0
100%,93.0,30323724.0
100%,96.0,30323970.0
100%,100.0,30346313.0
100%,91.0,30346332.0
100%,99.0,30351194.0
100%,87.0,30353855.0
100%,90.0,30353904.0
100%,100.0,30354063.0
100%,98.0,30355764.0
97%,100.0,30361230.0
97%,100.0,30361336.0
97%,100.0,30361356.0
100%,96.0,30374499.0
100%,90.0,30377035.0
50%,98.0,30378253.0
100%,80.0,30396781.0
99%,80.0,30398093.0
100%,99.0,30399463.0
93%,97.0,30428843.0
100%,98.0,30469161.0
100%,100.0,30469587.0
100%,100.0,30469978.0
100%,100.0,30470989.0
60%,100.0,30498666.0
100%,99.0,30502421.0
100%,100.0,30504839.0
100%,100.0,30505637.0
100%,98.0,30506989.0
100%,100.0,30508607.0
100%,96.0,30512322.0
100%,91.0,30513863.0
100%,100.0,30514691.0
100%,92.0,30515115.0
100%,100.0,30531089.0
100%,100.0,30531508.0
100%,90.0,30531625.0
100%,95.0,30532741.0
100%,98.0,30534300.0
99%,100.0,30536041.0
99%,100.0,30536048.0
91%,80.0,30537884.0
100%,100.0,30537976.0
100%,100.0,30541284.0
100%,95.0,30564588.0
100%,80.0,30569441.0
100%,99.0,30583212.0
100%,97.0,30589502.0
100%,100.0,30591365.0
100%,98.0,30596049.0
100%,98.0,30659039.0
100%,99.0,30672677.0
100%,96.0,30675746.0
100%,97.0,30687431.0
100%,98.0,30688177.0
100%,96.0,30696168.0
100%,100.0,30701028.0
100%,99.0,30713782.0
100%,92.0,30719302.0
100%,100.0,30741355.0
99%,100.0,30743471.0
100%,98.0,30745601.0
100%,90.0,30770207.0
100%,93.0,30776488.0
100%,95.0,30797540.0
100%,93.0,30797856.0
100%,100.0,30800214.0
100%,100.0,30801201.0
100%,100.0,30801321.0
100%,93.0,30805198.0
100%,96.0,30805783.0
100%,99.0,30816842.0
100%,98.0,30817227.0
100%,100.0,30818477.0
100%,80.0,30820945.0
100%,93.0,30821293.0
100%,100.0,30822730.0
97%,100.0,30851456.0
100%,99.0,30851994.0
100%,100.0,30857277.0
100%,96.0,30881800.0
100%,99.0,30882970.0
100%,98.0,30885309.0
100%,100.0,30887943.0
100%,94.0,30888683.0
100%,80.0,30906103.0
100%,80.0,30913192.0
100%,100.0,30913576.0
100%,100.0,30913907.0
100%,100.0,30957039.0
100%,100.0,30960144.0
100%,87.0,30998681.0
100%,99.0,31004561.0
94%,87.0,31011384.0
94%,100.0,31011871.0
100%,100.0,31016774.0
100%,95.0,31017581.0
100%,91.0,31026962.0
100%,60.0,31043517.0
100%,20.0,31043827.0
100%,99.0,31055670.0
100%,98.0,31057117.0
99%,100.0,31069260.0
99%,80.0,31069412.0
100%,98.0,31072911.0
100%,100.0,31076360.0
88%,95.0,31108259.0
100%,96.0,31120211.0
100%,98.0,31123927.0
100%,95.0,31124126.0
100%,95.0,31124810.0
100%,94.0,31124937.0
100%,98.0,31125098.0
100%,96.0,31125401.0
100%,100.0,31131163.0
100%,95.0,31143926.0
99%,100.0,31145394.0
100%,96.0,31146290.0
100%,97.0,31155952.0
100%,98.0,31173023.0
100%,100.0,31187795.0
100%,100.0,31188239.0
100%,93.0,31188284.0
100%,100.0,31188314.0
100%,100.0,31188362.0
100%,99.0,31206489.0
100%,97.0,31209988.0
100%,88.0,31210673.0
100%,97.0,31222005.0
90%,94.0,31266646.0
100%,100.0,31269377.0
100%,100.0,31281387.0
100%,100.0,31290178.0
100%,100.0,31291468.0
100%,99.0,31294109.0
80%,97.0,31312890.0
100%,98.0,31313300.0
100%,80.0,31317072.0
100%,100.0,31320991.0
100%,100.0,31331285.0
100%,100.0,31338594.0
100%,97.0,31339864.0
100%,100.0,31346731.0
100%,100.0,31356493.0
100%,87.0,31359232.0
97%,88.0,31361438.0
100%,93.0,31363951.0
90%,93.0,31365113.0
100%,100.0,31377697.0
100%,99.0,31379263.0
100%,100.0,31389098.0
100%,97.0,31408381.0
100%,100.0,31409044.0
100%,80.0,31413160.0
100%,90.0,31421029.0
100%,100.0,31421142.0
100%,99.0,31424518.0
100%,98.0,31437113.0
94%,97.0,31439076.0
100%,100.0,31440773.0
100%,100.0,31441195.0
100%,100.0,31443023.0
100%,100.0,31443288.0
100%,94.0,31447415.0
100%,99.0,31450281.0
100%,98.0,31465464.0
100%,80.0,31474637.0
99%,99.0,31490601.0
100%,92.0,31494299.0
100%,95.0,31512417.0
100%,98.0,31513673.0
100%,75.0,31514578.0
100%,82.0,31516192.0
100%,93.0,31537256.0
100%,86.0,31539082.0
100%,99.0,31540050.0
100%,100.0,31541488.0
100%,90.0,31560725.0
100%,93.0,31562059.0
100%,100.0,31566371.0
100%,82.0,31569484.0
80%,100.0,31571182.0
100%,100.0,31573981.0
100%,99.0,31595144.0
100%,92.0,31596049.0
100%,100.0,31596642.0
100%,100.0,31604719.0
100%,80.0,31616885.0
100%,90.0,31624755.0
100%,100.0,31668263.0
100%,73.0,31669776.0
100%,90.0,31672520.0
98%,60.0,31673780.0
100%,92.0,31690403.0
100%,99.0,31694061.0
100%,97.0,31695049.0
100%,100.0,31707754.0
100%,97.0,31708854.0
100%,98.0,31717158.0
100%,98.0,31718067.0
100%,98.0,31722728.0
80%,100.0,31759074.0
100%,100.0,31759412.0
100%,98.0,31762328.0
100%,100.0,31771450.0
100%,100.0,31778644.0
90%,100.0,31797168.0
100%,93.0,31798083.0
100%,98.0,31803551.0
100%,100.0,31826460.0
100%,60.0,31827469.0
100%,98.0,31831676.0
100%,100.0,31852562.0
90%,100.0,31858008.0
100%,97.0,31864519.0
99%,100.0,31877704.0
100%,99.0,31887808.0
100%,99.0,31888526.0
100%,100.0,31903595.0
100%,93.0,31934354.0
100%,100.0,31934523.0
98%,100.0,31957066.0
100%,98.0,31964427.0
99%,100.0,31981354.0
100%,100.0,31994835.0
100%,98.0,31994853.0
100%,98.0,31995366.0
100%,80.0,32017859.0
96%,100.0,32018990.0
100%,98.0,32021078.0
100%,98.0,32024518.0
100%,98.0,32025820.0
100%,100.0,32041934.0
100%,100.0,32045868.0
100%,100.0,32047121.0
100%,89.0,32048914.0
100%,92.0,32049077.0
100%,94.0,32050337.0
100%,91.0,32062666.0
100%,100.0,32067195.0
100%,99.0,32072704.0
100%,93.0,32075650.0
100%,98.0,32087546.0
100%,88.0,32088425.0
100%,100.0,32105504.0
90%,100.0,32111737.0
100%,99.0,32113366.0
100%,100.0,32130272.0
100%,99.0,32133907.0
100%,97.0,32135550.0
100%,100.0,32136274.0
100%,96.0,32137520.0
100%,100.0,32141630.0
100%,100.0,32147391.0
100%,95.0,32160209.0
100%,94.0,32162233.0
100%,96.0,32162751.0
100%,100.0,32167598.0
98%,99.0,32191720.0
98%,100.0,32192128.0
98%,98.0,32192300.0
100%,100.0,32210241.0
90%,96.0,32212075.0
100%,99.0,32216182.0
94%,100.0,32223893.0
94%,100.0,32224169.0
100%,97.0,32257360.0
100%,100.0,32267786.0
100%,85.0,32268646.0
100%,100.0,32273831.0
100%,96.0,32290651.0
100%,98.0,32291443.0
100%,100.0,32309951.0
100%,95.0,32312991.0
100%,100.0,32313672.0
97%,100.0,32324914.0
100%,99.0,32329385.0
100%,100.0,32338483.0
100%,100.0,32342511.0
97%,100.0,32355456.0
100%,86.0,32357655.0
100%,97.0,32361583.0
100%,81.0,32378158.0
100%,100.0,32380630.0
100%,100.0,32383287.0
87%,80.0,32383834.0
100%,93.0,32384648.0
90%,100.0,32384878.0
100%,70.0,32385434.0
100%,100.0,32385482.0
100%,100.0,32385663.0
100%,91.0,32388206.0
100%,99.0,32389762.0
90%,99.0,32396799.0
100%,100.0,32400382.0
100%,100.0,32404157.0
100%,91.0,32410147.0
100%,100.0,32425434.0
100%,90.0,32441372.0
90%,80.0,32447699.0
100%,100.0,32450006.0
100%,100.0,32462692.0
100%,60.0,32467197.0
100%,100.0,32472721.0
100%,100.0,32473990.0
100%,95.0,32474115.0
100%,100.0,32477178.0
100%,98.0,32477424.0
100%,96.0,32487296.0
100%,87.0,32489772.0
100%,100.0,32491838.0
80%,100.0,32493756.0
100%,99.0,32496599.0
90%,100.0,32497883.0
100%,96.0,32500819.0
100%,97.0,32518108.0
100%,100.0,32521326.0
99%,96.0,32525042.0
100%,90.0,32543506.0
100%,100.0,32545896.0
99%,89.0,32548493.0
99%,98.0,32548606.0
99%,95.0,32548617.0
99%,84.0,32548715.0
99%,93.0,32548991.0
99%,94.0,32549141.0
99%,95.0,32549419.0
99%,96.0,32549421.0
99%,94.0,32549642.0
99%,89.0,32549667.0
99%,93.0,32549817.0
100%,100.0,32550834.0
100%,100.0,32554173.0
100%,100.0,32557678.0
100%,100.0,32570904.0
100%,100.0,32571956.0
100%,100.0,32572501.0
100%,100.0,32572970.0
100%,98.0,32577104.0
100%,96.0,32590109.0
100%,96.0,32591418.0
100%,98.0,32592293.0
100%,96.0,32594056.0
100%,100.0,32597111.0
100%,100.0,32605871.0
100%,98.0,32610962.0
100%,98.0,32613163.0
100%,100.0,32616360.0
100%,100.0,32617088.0
100%,96.0,32617586.0
100%,100.0,32620353.0
90%,100.0,32635901.0
100%,89.0,32639632.0
100%,96.0,32642015.0
100%,98.0,32643255.0
100%,98.0,32660124.0
100%,96.0,32667541.0
100%,100.0,32689496.0
100%,100.0,32698808.0
89%,93.0,32702182.0
89%,97.0,32702223.0
89%,60.0,32702224.0
89%,100.0,32702227.0
89%,96.0,32702233.0
89%,20.0,32702236.0
89%,100.0,32702237.0
100%,100.0,32702921.0
92%,70.0,32703559.0
92%,82.0,32703560.0
92%,93.0,32703563.0
92%,50.0,32703565.0
92%,80.0,32703570.0
92%,80.0,32703573.0
92%,80.0,32703575.0
92%,83.0,32703576.0
92%,60.0,32703577.0
92%,90.0,32703814.0
100%,98.0,32712890.0
100%,97.0,32716086.0
80%,100.0,32716394.0
100%,98.0,32716563.0
100%,100.0,32717018.0
100%,93.0,32717493.0
99%,100.0,32717828.0
100%,100.0,32723815.0
100%,97.0,32724526.0
100%,100.0,32725950.0
100%,100.0,32726099.0
100%,93.0,32727287.0
100%,98.0,32727389.0
100%,96.0,32728614.0
100%,97.0,32740903.0
100%,99.0,32744842.0
100%,99.0,32745068.0
100%,97.0,32746725.0
100%,100.0,32747421.0
100%,92.0,32747602.0
100%,88.0,32750134.0
100%,86.0,32762782.0
100%,99.0,32770430.0
100%,100.0,32780343.0
100%,100.0,32786479.0
100%,100.0,32788121.0
100%,99.0,32789669.0
100%,100.0,32792232.0
100%,100.0,32795849.0
93%,100.0,32812271.0
98%,93.0,32813435.0
100%,99.0,32822227.0
100%,100.0,32823963.0
100%,87.0,32824201.0
100%,80.0,32842243.0
100%,100.0,32845190.0
100%,100.0,32861856.0
89%,91.0,32866238.0
100%,84.0,32867573.0
87%,100.0,32869691.0
100%,100.0,32870699.0
100%,100.0,32871760.0
99%,99.0,32872195.0
99%,81.0,32872247.0
99%,95.0,32872373.0
99%,89.0,32872463.0
99%,100.0,32872585.0
100%,100.0,32891625.0
100%,98.0,32896108.0
100%,100.0,32898423.0
30%,90.0,32903447.0
100%,100.0,32920800.0
100%,98.0,32921680.0
100%,100.0,32921792.0
100%,98.0,32926594.0
100%,100.0,32941329.0
100%,97.0,32941335.0
100%,97.0,32945280.0
100%,95.0,32945668.0
90%,80.0,32945670.0
100%,97.0,32962090.0
100%,100.0,32965651.0
78%,97.0,32966854.0
100%,100.0,32983188.0
100%,100.0,32984485.0
99%,100.0,32989214.0
100%,100.0,33015887.0
100%,100.0,33017026.0
100%,100.0,33021274.0
100%,98.0,33021614.0
100%,100.0,33021652.0
100%,100.0,33023592.0
100%,96.0,33069292.0
100%,99.0,33078270.0
75%,100.0,33079877.0
97%,100.0,33083892.0
100%,100.0,33091231.0
90%,100.0,33115200.0
100%,100.0,33133750.0
100%,95.0,33134275.0
100%,99.0,33135588.0
100%,100.0,33137304.0
100%,93.0,33141021.0
100%,100.0,33161371.0
100%,98.0,33166972.0
100%,70.0,33172422.0
100%,95.0,33172768.0
100%,98.0,33185972.0
100%,100.0,33193799.0
100%,100.0,33197258.0
97%,100.0,33198942.0
100%,100.0,33199120.0
100%,96.0,33224082.0
100%,100.0,33224754.0
100%,100.0,33241183.0
100%,100.0,33254247.0
100%,91.0,33256694.0
100%,100.0,33271309.0
100%,98.0,33272418.0
100%,100.0,33289179.0
60%,99.0,33310899.0
100%,100.0,33311422.0
100%,100.0,33316756.0
100%,98.0,33346622.0
100%,87.0,33364533.0
100%,99.0,33365567.0
57%,100.0,33368652.0
57%,100.0,33370525.0
57%,40.0,33370910.0
99%,100.0,33372601.0
99%,100.0,33400358.0
86%,100.0,33400608.0
99%,83.0,33400825.0
99%,93.0,33400949.0
99%,96.0,33401021.0
100%,94.0,33405043.0
100%,100.0,33407780.0
100%,100.0,33420461.0
99%,77.0,33420931.0
99%,95.0,33421098.0
99%,86.0,33421279.0
99%,96.0,33421281.0
99%,90.0,33421288.0
99%,91.0,33421484.0
90%,40.0,33425094.0
90%,100.0,33431036.0
100%,100.0,33451367.0
100%,100.0,33453976.0
100%,100.0,33457138.0
100%,100.0,33489920.0
100%,97.0,33495561.0
100%,96.0,33517793.0
100%,100.0,33521977.0
100%,96.0,33526719.0
99%,80.0,33528153.0
99%,90.0,33528203.0
99%,90.0,33528248.0
100%,98.0,33528893.0
100%,97.0,33530603.0
98%,100.0,33531752.0
100%,100.0,33533171.0
92%,96.0,33534825.0
100%,100.0,33551880.0
100%,100.0,33561856.0
99%,100.0,33587968.0
100%,94.0,33608260.0
100%,99.0,33608274.0
100%,100.0,33636813.0
100%,100.0,33642479.0
100%,97.0,33644460.0
100%,99.0,33667375.0
100%,100.0,33687369.0
100%,100.0,33691185.0
100%,100.0,33692799.0
100%,100.0,33704566.0
100%,93.0,33713266.0
100%,100.0,33747836.0
100%,99.0,33773572.0
100%,100.0,33777255.0
100%,88.0,33781225.0
100%,100.0,33781414.0
100%,87.0,33783113.0
100%,100.0,33783996.0
90%,100.0,33784880.0
100%,95.0,33810861.0
99%,100.0,33830929.0
33%,100.0,33836677.0
100%,91.0,33850678.0
100%,93.0,33863188.0
100%,98.0,33873677.0
100%,100.0,33883208.0
100%,100.0,33884975.0
100%,99.0,33900698.0
100%,100.0,33932253.0
93%,100.0,33935404.0
99%,82.0,33942157.0
100%,98.0,33943537.0
99%,60.0,33962150.0
99%,86.0,33969322.0
50%,60.0,33969945.0
50%,90.0,33970015.0
50%,60.0,33970080.0
50%,100.0,33970108.0
100%,100.0,33975653.0
99%,86.0,33991821.0
99%,87.0,33992126.0
99%,88.0,33992162.0
99%,90.0,33992583.0
99%,78.0,33992760.0
75%,100.0,33992962.0
100%,98.0,33999573.0
100%,100.0,34004538.0
88%,99.0,34018349.0
100%,100.0,34021917.0
100%,80.0,34023143.0
100%,40.0,34023324.0
100%,99.0,34024828.0
100%,100.0,34059897.0
100%,100.0,34063116.0
100%,92.0,34065657.0
90%,100.0,34066697.0
83%,100.0,34081671.0
100%,100.0,34087400.0
100%,96.0,34092239.0
100%,87.0,34093549.0
100%,96.0,34097339.0
99%,100.0,34118135.0
100%,99.0,34120816.0
100%,100.0,34127900.0
100%,100.0,34129010.0
75%,93.0,34129571.0
100%,100.0,34144769.0
100%,83.0,34155649.0
99%,100.0,34171989.0
93%,80.0,34178005.0
99%,100.0,34179551.0
100%,100.0,34180111.0
93%,95.0,34180218.0
93%,77.0,34180221.0
100%,100.0,34181981.0
100%,100.0,34200885.0
100%,60.0,34203714.0
100%,100.0,34205792.0
97%,85.0,34208181.0
99%,90.0,34209228.0
60%,100.0,34223791.0
100%,100.0,34227689.0
100%,98.0,34228117.0
100%,100.0,34228309.0
50%,92.0,34234091.0
100%,99.0,34247471.0
100%,100.0,34251904.0
100%,97.0,34253243.0
100%,100.0,34287875.0
100%,98.0,34306965.0
90%,100.0,34313204.0
100%,100.0,34343963.0
100%,97.0,34345807.0
99%,100.0,34361868.0
100%,95.0,34372749.0
100%,100.0,34383907.0
100%,95.0,34394047.0
100%,100.0,34412659.0
100%,100.0,34416403.0
100%,100.0,34417651.0
100%,90.0,34417750.0
100%,90.0,34417861.0
86%,90.0,34424480.0
100%,100.0,34446936.0
100%,80.0,34447005.0
100%,100.0,34450438.0
100%,100.0,34468735.0
100%,95.0,34470646.0
100%,99.0,34477166.0
100%,100.0,34479889.0
100%,100.0,34514224.0
100%,98.0,34517652.0
100%,80.0,34533200.0
100%,80.0,34543342.0
100%,100.0,34543729.0
100%,100.0,34543798.0
93%,87.0,34571307.0
93%,80.0,34571357.0
93%,95.0,34571406.0
100%,90.0,34575298.0
100%,88.0,34575673.0
100%,100.0,34601638.0
100%,92.0,34602830.0
100%,97.0,34606745.0
100%,96.0,34607614.0
100%,100.0,34620219.0
100%,99.0,34629201.0
100%,92.0,34642889.0
100%,99.0,34646493.0
100%,99.0,34656053.0
100%,100.0,34656516.0
98%,80.0,34675926.0
98%,60.0,34676653.0
100%,99.0,34683132.0
100%,99.0,34684071.0
100%,100.0,34688624.0
100%,98.0,34693459.0
100%,100.0,34697298.0
100%,100.0,34709052.0
100%,100.0,34714583.0
100%,99.0,34723923.0
100%,99.0,34750018.0
100%,95.0,34751463.0
100%,100.0,34756884.0
100%,100.0,34781352.0
100%,96.0,34785227.0
100%,93.0,34785290.0
100%,100.0,34789865.0
100%,100.0,34791979.0
90%,91.0,34836860.0
100%,98.0,34854887.0
100%,94.0,34856831.0
100%,100.0,34865780.0
100%,96.0,34866364.0
100%,96.0,34867880.0
100%,93.0,34868915.0
100%,99.0,34901719.0
100%,100.0,34902361.0
100%,100.0,34903588.0
100%,97.0,34906463.0
100%,100.0,34923571.0
100%,100.0,34923698.0
100%,100.0,34931166.0
100%,100.0,34931183.0
100%,100.0,34932707.0
100%,98.0,34937940.0
100%,99.0,34946905.0
100%,90.0,34977530.0
99%,100.0,34978114.0
100%,100.0,34979203.0
100%,100.0,34981775.0
100%,97.0,35009359.0
98%,100.0,35042200.0
100%,93.0,35044888.0
100%,97.0,35082335.0
100%,100.0,35085928.0
100%,93.0,35086181.0
100%,98.0,35091842.0
100%,98.0,35091972.0
100%,100.0,35092431.0
100%,90.0,35093206.0
100%,94.0,35125616.0
100%,98.0,35126491.0
100%,100.0,35132748.0
100%,100.0,35133338.0
100%,100.0,35160958.0
100%,100.0,35167871.0
100%,100.0,35194508.0
100%,100.0,35195369.0
100%,100.0,35195793.0
100%,100.0,35224081.0
87%,60.0,35232457.0
100%,100.0,35238492.0
100%,100.0,35254451.0
100%,100.0,35254514.0
100%,80.0,35257934.0
100%,99.0,35263886.0
100%,60.0,35264079.0
100%,40.0,35264180.0
100%,80.0,35264270.0
100%,80.0,35264386.0
100%,80.0,35283778.0
100%,99.0,35285492.0
97%,90.0,35286195.0
100%,97.0,35291911.0
100%,100.0,35294298.0
100%,100.0,35308634.0
100%,96.0,35312287.0
100%,100.0,35314471.0
100%,100.0,35340000.0
100%,100.0,35342756.0
100%,97.0,35343196.0
100%,100.0,35346074.0
100%,100.0,35347062.0
100%,100.0,35351379.0
100%,100.0,35355371.0
100%,100.0,35358504.0
100%,90.0,35376420.0
100%,93.0,35377995.0
100%,97.0,35378273.0
100%,98.0,35378291.0
100%,98.0,35387067.0
100%,96.0,35389707.0
100%,80.0,35429022.0
100%,100.0,35446595.0
100%,100.0,35447067.0
100%,100.0,35466895.0
100%,98.0,35472694.0
88%,80.0,35493661.0
100%,100.0,35494419.0
100%,93.0,35496627.0
100%,99.0,35512958.0
100%,100.0,35514635.0
100%,99.0,35516989.0
100%,99.0,35517015.0
100%,100.0,35518741.0
100%,100.0,35524367.0
100%,100.0,35548494.0
99%,90.0,35610787.0
33%,80.0,35612808.0
100%,90.0,35615829.0
100%,80.0,35618208.0
100%,84.0,35623604.0
97%,100.0,35634903.0
98%,87.0,35642179.0
98%,60.0,35642877.0
99%,90.0,35643928.0
100%,100.0,35646279.0
100%,100.0,35649475.0
100%,100.0,35651959.0
100%,100.0,35652385.0
100%,100.0,35653985.0
100%,80.0,35655138.0
100%,60.0,35655221.0
100%,98.0,35674827.0
96%,98.0,35686836.0
100%,92.0,35691437.0
100%,96.0,35710003.0
100%,98.0,35710065.0
100%,100.0,35713580.0
100%,98.0,35719221.0
100%,100.0,35719561.0
100%,100.0,35734767.0
100%,98.0,35738807.0
100%,97.0,35770427.0
100%,100.0,35772054.0
100%,100.0,35772427.0
100%,100.0,35773104.0
100%,98.0,35773458.0
100%,100.0,35773749.0
100%,100.0,35806612.0
100%,95.0,35809668.0
97%,100.0,35826414.0
100%,100.0,35831737.0
100%,93.0,35831888.0
100%,100.0,35831992.0
100%,100.0,35832211.0
100%,97.0,35840351.0
100%,98.0,35840489.0
100%,100.0,35840538.0
100%,90.0,35843505.0
100%,79.0,35845417.0
100%,99.0,35848747.0
100%,96.0,35874111.0
100%,100.0,35874925.0
100%,100.0,35878510.0
100%,100.0,35885886.0
71%,85.0,35910410.0
100%,98.0,35911250.0
100%,100.0,35916856.0
100%,100.0,35917180.0
93%,94.0,35917405.0
100%,89.0,35918450.0
100%,100.0,35938695.0
100%,20.0,35939097.0
100%,67.0,35944209.0
